name,family_id
Capillolejeunea,554
Cardiolejeunea,554
Caudalejeunea,554
Cephalolejeunea,554
Ceratolejeunea,554
Cheilolejeunea,554
Chondriolejeunea,554
Cladiantholejeunea,554
Cladocolea,554
Cladolejeunea,554
Cololejeunea,554
Colura,554
Colurolejeunea,554
Crossotolejeunea,554
Cryptogynolejeunea,554
Cyclolejeunea,554
Cyrtolejeunea,554
Cystolejeunea,554
Dactylolejeunea,554
Dactylophorella,554
Dendrolejeunea,554
Dicladolejeunea,554
Dicranolejeunea,554
Diplasiolejeunea,554
Drepanolejeunea,554
Echinocolea,554
Echinolejeunea,554
Eulejeunea,554
Euosmolejeunea,554
Evansiolejeunea,554
Frullanoides,554
Fulfordianthus,554
Haplolejeunea,554
Harpalejeunea,554
Hattoriolejeunea,554
Heterolejeunea,554
Hygrolejeunea,554
Inflatolejeunea,554
Jovetastella,554
Kingiolejeunea,554
Kymatolejeunea,554
Leiolejeunea,554
Lejeunea,554
Lepidolejeunea,554
Leptocolea,554
Leptolejeunea,554
Leucolejeunea,554
Lindigianthus,554
Lopholejeunea,554
Luteolejeunea,554
Macrocolura,554
Macrolejeunea,554
Marchesinia,554
Mastigolejeunea,554
Metalejeunea,554
Metzgeriopsis,554
Microlejeunea,554
Myriocolea,554
Myriocoleopsis,554
Neopotamolejeunea,554
Nephelolejeunea,554
Neurolejeunea,554
Nipponolejeunea,554
Odontolejeunea,554
Omphalanthus,554
Ophthalmolejeunea,554
Oreolejeunea,554
Oryzolejeunea,554
Otigoniolejeunea,554
Otolejeunea,554
Papillolejeunea,554
Pedinolejeunea,554
Peltolejeunea,554
Perilejeunea,554
Phaeolejeunea,554
Phragmicoma,554
Phragmilejeunea,554
Physantholejeunea,554
Physocolea,554
Pictolejeunea,554
Pluvianthus,554
Potamolejeunea,554
Prionocolea,554
Prionolejeunea,554
Ptychanthus,554
Ptychocoleus,554
Ptycholejeunea,554
Pycnolejeunea,554
Rectolejeunea,554
Rhaphidolejeunea,554
Schiffneriolejeunea,554
Schusteria,554
Schusterolejeunea,554
Siphonolejeunea,554
Sphaerolejeunea,554
Spruceanthus,554
Stenolejeunea,554
Stictolejeunea,554
Strepsilejeunea,554
Stylolejeunea,554
Symbiezidium,554
Taeniolejeunea,554
Taxilejeunea,554
Thysananthus,554
Trachylejeunea,554
Trocholejeunea,554
Tuyamaella,554
Tuzibeanthus,554
Verdoornianthus,554
Vitalianthus,554
Xylolejeunea,554
Camptochaete,555
Dixonia,555
Dolichomitra,555
Dolichomitriopsis,555
Fallaciella,555
Fifea,555
Isotheciadelphus,555
Lembophyllum,555
Neobarbella,555
Plasteurhynchium,555
Porotrichodendron,555
Porotrichopsis,555
Pseudisothecium,555
Pseudopilotrichum,555
Thamniella,555
Tripterocladium,555
Leperoma,556
Lepicolea,556
Mastigophora,556
Gackstroemia,557
Lepidogyna,557
Lepidolaena,557
Polyotus,557
Trichocoleopsis,557
Acromastigum,558
Amazoopsis,558
Arachniopsis,558
Austrolembidium,558
Bazzania,558
Chloranthelia,558
Dendrobazzania,558
Drucella,558
Herpetium,558
Hyalolepidozia,558
Hygrolembidium,558
Isolembidium,558
Kurzia,558
Lembidium,558
Lepidozia,558
Maculia,558
Mastigobryum,558
Mastigopelma,558
Mastigopsis,558
Micrisophylla,558
Microlepidozia,558
Micropterygium,558
Monodactylopsis,558
Mytilopsis,558
Neogrollea,558
Paracromastigum,558
Pseudocephalozia,558
Psiloclada,558
Pteropsiella,558
Sprucella,558
Telaranea,558
Zoopsidella,558
Zoopsis,558
Caduciella,559
Lasia,559
Leptodon,559
Leucodontopsis,559
Pseudocryphaea,559
Lepyrodon,560
Bryonorrisia,561
Chileobryon,561
Duthiella,561
Fabroleskea,561
Fabronidium,561
Habrodon,561
Ishibaea,561
Iwatsukiella,561
Lescuraea,561
Leskea,561
Leskeadelphus,561
Leskeella,561
Lesquereuxia,561
Lindbergia,561
Mamillariella,561
Neolescuraea,561
Orthoamblystegium,561
Pseudodimerodontium,561
Pseudoleskea,561
Pseudoleskeella,561
Pseudoleskeopsis,561
Rigodiadelphus,561
Schwetschkea,561
Alsia,562
Antitrichia,562
Astrodontium,562
Bestia,562
Dendroalsia,562
Dozya,562
Dusenia,562
Eoleucodon,562
Felipponea,562
Forsstroemia,562
Leucodon,562
Leucodontella,562
Macouniella,562
Macrosporiella,562
Nogopterium,562
Okamuraea,562
